CP009257.1	0.020893214363765775
AE016877.1	0.06065529939416831
CP000139.1	0.01761459362046784
CP017623.1	0.02669054586969669
CP010086.2	0.05880438497767769
NC_001263.1	0.0132656902609348
NC_004668.1	0.03145157426896593
NC_000913.3	0.0991415788896971
NC_000915.1	0.003177481989396959
NC_008530.1	0.06158908128505794
NC_003210.1	0.04135342092857301
NC_009515.1	0.0051115067097406985
NC_003112.2	0.032165254069181
NC_006085.1	0.0049913076245762895
NC_002516.2	0.24657410283502984
NC_007493.2	0.012280267938096416
NC_007795.1	0.1166802746965545
NC_004461.1	0.03263871870651293
NC_004116.1	0.023596167691301826
NC_004350.2	0.07671248833155778
NC_003098.1	0.014613045549046836
